47061_29420.html,1,1,初,接頭詞,名詞接続,,,,,初,ハツ,ハツ
47061_29420.html,1,2,編,名詞,一般,,,,,編,ヘン,ヘン
47061_29420.html,2,1,「,記号,括弧開,,,,,「,「,「
47061_29420.html,2,2,天,名詞,一般,,,,,天,テン,テン
47061_29420.html,2,3,は,助詞,係助詞,,,,,は,ハ,ワ
47061_29420.html,2,4,人,名詞,一般,,,,,人,ヒト,ヒト
47061_29420.html,2,5,の,助詞,連体化,,,,,の,ノ,ノ
47061_29420.html,2,6,上,名詞,非自立,副詞可能,,,,上,ジョウ,ジョー
47061_29420.html,2,7,に,助詞,格助詞,一般,,,,に,ニ,ニ
47061_29420.html,2,8,人,名詞,一般,,,,,人,ヒト,ヒト
47061_29420.html,2,9,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
47061_29420.html,2,10,造ら,動詞,自立,,,五段・ラ行,未然形,造る,ツクラ,ツクラ
47061_29420.html,2,11,ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
47061_29420.html,2,12,人,名詞,一般,,,,,人,ヒト,ヒト
47061_29420.html,2,13,の,助詞,連体化,,,,,の,ノ,ノ
47061_29420.html,2,14,下,名詞,一般,,,,,下,シタ,シタ
47061_29420.html,2,15,に,助詞,格助詞,一般,,,,に,ニ,ニ
47061_29420.html,2,16,人,名詞,一般,,,,,人,ヒト,ヒト
47061_29420.html,2,17,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
47061_29420.html,2,18,造ら,動詞,自立,,,五段・ラ行,未然形,造る,ツクラ,ツクラ
47061_29420.html,2,19,ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
47061_29420.html,2,20,」,記号,括弧閉,,,,,」,」,」
47061_29420.html,3,1,と,助詞,格助詞,引用,,,,と,ト,ト
47061_29420.html,3,2,言え,動詞,自立,,,一段,連用形,言える,イエ,イエ
47061_29420.html,3,3,り,助動詞,,,,文語・リ,基本形,り,リ,リ
47061_29420.html,3,4,。,記号,句点,,,,,。,。,。
47061_29420.html,4,1,さ,動詞,自立,,,サ変・スル,未然レル接続,する,サ,サ
47061_29420.html,4,2,れ,動詞,接尾,,,一段,連用形,れる,レ,レ
47061_29420.html,4,3,ば,助詞,接続助詞,,,,,ば,バ,バ
47061_29420.html,4,4,天,名詞,一般,,,,,天,テン,テン
47061_29420.html,4,5,より,助詞,格助詞,一般,,,,より,ヨリ,ヨリ
47061_29420.html,4,6,人,名詞,一般,,,,,人,ヒト,ヒト
47061_29420.html,4,7,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
47061_29420.html,4,8,生ずる,動詞,自立,,,サ変・−ズル,基本形,生ずる,ショウズル,ショーズル
47061_29420.html,4,9,に,助詞,格助詞,一般,,,,に,ニ,ニ
47061_29420.html,4,10,は,助詞,係助詞,,,,,は,ハ,ワ
47061_29420.html,4,11,、,記号,読点,,,,,、,、,、
47061_29420.html,4,12,万,名詞,数,,,,,万,マン,マン
47061_29420.html,4,13,人,名詞,接尾,助数詞,,,,人,ニン,ニン
47061_29420.html,4,14,は,助詞,係助詞,,,,,は,ハ,ワ
47061_29420.html,4,15,万,名詞,数,,,,,万,マン,マン
47061_29420.html,4,16,人,名詞,接尾,助数詞,,,,人,ニン,ニン
47061_29420.html,4,17,みな,名詞,副詞可能,,,,,みな,ミナ,ミナ
47061_29420.html,4,18,同じ,名詞,形容動詞語幹,,,,,同じ,オナジ,オナジ
47061_29420.html,4,19,位,名詞,接尾,一般,,,,位,イ,イ
47061_29420.html,4,20,に,助詞,格助詞,一般,,,,に,ニ,ニ
47061_29420.html,4,21,し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
47061_29420.html,4,22,て,助詞,接続助詞,,,,,て,テ,テ
47061_29420.html,4,23,、,記号,読点,,,,,、,、,、
47061_29420.html,4,24,生まれながら,副詞,助詞類接続,,,,,生まれながら,ウマレナガラ,ウマレナガラ
47061_29420.html,4,25,貴,接頭詞,名詞接続,,,,,貴,キ,キ
