45630_23908.html,1,1,雨,名詞,一般,,,,,雨,アメ,アメ
45630_23908.html,1,2,ニモマケズ,名詞,一般,,,,,ニモマケズ,ニモマケズ,ニモマケズ
45630_23908.html,2,1,風,名詞,一般,,,,,風,カゼ,カゼ
45630_23908.html,2,2,ニモマケズ,名詞,一般,,,,,ニモマケズ,ニモマケズ,ニモマケズ
45630_23908.html,3,1,雪,名詞,一般,,,,,雪,ユキ,ユキ
45630_23908.html,3,2,ニモ,名詞,一般,,,,,ニモ,ニモ,ニモ
45630_23908.html,3,3,夏,名詞,一般,,,,,夏,ナツ,ナツ
45630_23908.html,3,4,ノ,助詞,連体化,,,,,ノ,ノ,ノ
45630_23908.html,3,5,暑,形容詞,自立,,,形容詞・アウオ段,ガル接続,暑い,アツ,アツ
45630_23908.html,3,6,サニモマケヌ,感動詞,,,,,,サニモマケヌ,サニモマケヌ,サニモマケヌ
45630_23908.html,4,1,丈夫,名詞,形容動詞語幹,,,,,丈夫,ジョウブ,ジョーブ
45630_23908.html,4,2,ナカラダヲモチ,名詞,一般,,,,,ナカラダヲモチ,ナカラダヲモチ,ナカラダヲモチ
45630_23908.html,5,1,慾,名詞,一般,,,,,慾,ヨク,ヨク
45630_23908.html,5,2,ハナク,名詞,一般,,,,,ハナク,ハナク,ハナク
45630_23908.html,6,1,決,名詞,一般,,,,,決,ケツ,ケツ
45630_23908.html,6,2,シテ,名詞,一般,,,,,シテ,シテ,シテ
45630_23908.html,6,3,瞋,名詞,一般,,,,,瞋,瞋,瞋
45630_23908.html,6,4,ラズ,名詞,一般,,,,,ラズ,ラズ,ラズ
45630_23908.html,7,1,イツモシヅカニワラッテヰル,名詞,一般,,,,,イツモシヅカニワラッテヰル,イツモシヅカニワラッテヰル,イツモシヅカニワラッテヰル
45630_23908.html,8,1,一,名詞,数,,,,,一,イチ,イチ
45630_23908.html,8,2,日,名詞,接尾,助数詞,,,,日,ニチ,ニチ
45630_23908.html,8,3,ニ,名詞,一般,,,,,ニ,ニ,ニ
45630_23908.html,8,4,玄米,名詞,一般,,,,,玄米,ゲンマイ,ゲンマイ
45630_23908.html,8,5,四,名詞,数,,,,,四,ヨン,ヨン
45630_23908.html,8,6,合,名詞,接尾,助数詞,,,,合,ゴウ,ゴー
45630_23908.html,8,7,ト,名詞,一般,,,,,ト,ト,ト
45630_23908.html,9,1,味噌,名詞,一般,,,,,味噌,ミソ,ミソ
45630_23908.html,9,2,ト,名詞,一般,,,,,ト,ト,ト
45630_23908.html,9,3,少,接頭詞,名詞接続,,,,,少,ショウ,ショー
45630_23908.html,9,4,シノ,名詞,固有名詞,一般,,,,シノ,シノ,シノ
